Lang,rule ID,Vulnerable Category
JAVA,1735D613-8A00-4323-BFDA-BEE2A9E5A148,Open Redirect
JAVA,F1B0CE02-8CD9-4124-881C-9BD28BF7401E,Privacy Violation
JAVA,876DAA9C-E1E5-41E7-96E6-3355B8365372,System Information Leak: External
JAVA,BD7F2C5D-3D12-4C31-BD75-EDFB00305B71,Dynamic Code Evaluation: Code Injection
JAVA,BD7F2C5D-3D12-4C31-BD75-EDFB00305B71,Dynamic Code Evaluation: Code Injection
JAVA,EFAD8CF0-219B-4A6D-B328-9F6F2DDCF72A,Dynamic Code Evaluation: Code Injection
JAVA,5221E44F-76C9-40C3-BC2F-35CA97546521,JavaScript Hijacking
JAVA,BB8594A6-9056-4653-B9AA-3205072503C8,Resource Injection
JAVA,F9E831E7-2ECB-4F24-82F2-A9E086A15122,JavaScript Hijacking
JAVA,FC446AA8-54AA-4D1A-9E42-C1BC13AD292D,System Information Leak: External
JAVA,7E94F19B-22D7-4ABE-A27D-48064B766D13,Privacy Violation
JAVA,C3A52B24-F0A3-4EE6-BF60-DE7E25E2BCE3,Unsafe Reflection
JAVA,EF7FB799-C734-4C36-96D4-F5E1DE9837D0,Server-Side Request Forgery
JAVA,EF7FB799-C734-4C36-96D4-F5E1DE9837D0,Server-Side Request Forgery
JAVA,4F040344-BCA6-4021-B65C-B4120DB24C5F,Server-Side Request Forgery
JAVA,40558AFE-085D-47A1-9CDF-835338BD8037,Server-Side Request Forgery
JAVA,40558AFE-085D-47A1-9CDF-835338BD8037,Server-Side Request Forgery
JAVA,18AE897F-2257-4F9E-9C9A-732AC58788D7,Server-Side Request Forgery
JAVA,D76C4034-6562-42E2-B7FD-322A6DD8CA9B,Resource Injection
JAVA,A4259FB9-9C93-4644-8877-38CA47995C90,Server-Side Request Forgery
JAVA,A4259FB9-9C93-4644-8877-38CA47995C90,Server-Side Request Forgery
JAVA,05F402E7-A488-4715-8335-0DA42589C97C,Server-Side Request Forgery
JAVA,D34D5127-1513-43D6-9184-BE720A8A2A6B,Unsafe Reflection
JAVA,6F4F5DFB-4AA1-4ADB-9665-1D3BDDD4101B,System Information Leak: External
JAVA,F0E594BC-DE14-4144-B838-BF2025B1BC6F,Privacy Violation
JAVA,05C9B680-2C42-4B73-9050-3254012B6107,Open Redirect
JAVA,05C9B680-2C42-4B73-9050-3254012B6107,Open Redirect
JAVA,C6047E92-9FF3-406F-8D44-F3AABA535395,System Information Leak: External
JAVA,5C561240-D8BF-4980-8CF1-0B933FF3287E,Privacy Violation
JAVA,5CD176CD-9175-4373-9646-F531CB90F9CA,System Information Leak: External
JAVA,37D51600-2D54-42FF-917A-3BA6F26ACFA5,Privacy Violation
JAVA,66BCA611-969E-4496-972D-64EF2AC1D343,Open Redirect
JAVA,66BCA611-969E-4496-972D-64EF2AC1D343,Open Redirect
JAVA,45FB9E69-FA2D-4279-855D-1B405E79FC90,System Information Leak: External
JAVA,AF2E8D4B-8F4C-489E-B9D3-315196CB00BF,Privacy Violation
JAVA,5079794A-A7D0-471E-BB6E-4DC12BC937BB,Cross-Site Scripting: DOM
JAVA,21EC03BC-8CFF-4C33-B3BA-BB2CAAF5D76D,Cross-Site Scripting: DOM
JAVA,CCA5A20C-7D60-403A-8EBB-774E8C24A17A,Cross-Site Scripting: DOM
JAVA,C9476635-AB9F-4CA3-B5DC-5ED8AE9059B2,Cross-Site Scripting: DOM
JAVA,37945EE7-2B0A-41B7-8ADD-6C4900BF6545,Cross-Site Scripting: DOM
JAVA,587B9244-2C80-45C9-B5B7-C43D0A8BCE34,Cross-Site Scripting: DOM
JAVA,DAAB5ABC-E8C0-41F1-BD78-5A973C323190,Cross-Site Scripting: DOM
JAVA,EA51B8D3-5787-41DE-ABD3-26A73627F018,Cross-Site Scripting: DOM
JAVA,301C45AD-3C74-433A-AA61-582C79DFA325,Cross-Site Scripting: DOM
JAVA,4262120F-8D7C-4BF4-AABE-5FB727F141FE,Cross-Site Scripting: DOM
JAVA,6711D3FD-9A01-46D1-9F7D-0050D51A89A2,Cross-Site Scripting: DOM
JAVA,EAEB4539-BF16-4F46-ACE2-0D01B928760D,Cross-Site Scripting: DOM
JAVA,1059D09D-0F3D-461E-814B-FB44A279BBBC,Cross-Site Scripting: DOM
JAVA,AEF652BE-9D85-4100-B2DB-77C94760A064,System Information Leak: External
JAVA,1FC6549C-AC16-45CD-9F87-E2210585A62D,System Information Leak: External
JAVA,44C48CC4-13C2-46F4-8763-DFBED464C09B,System Information Leak: External
JAVA,475B4443-3107-42CE-BE09-59186152A613,System Information Leak: External
JAVA,6A6AD88B-6F6B-439B-A57C-FF8BB1500D2B,System Information Leak: External
JAVA,EF6F9AB4-08BE-42BD-903E-DB927AC444DC,System Information Leak: External
JAVA,A02EB679-86ED-4E4E-B4CF-B9CE1F4DE472,System Information Leak: External
JAVA,1F51D549-6F81-441D-9519-14BC3E079016,System Information Leak: External
JAVA,45B1FE25-DBCB-43BF-936F-DAF10BED3E52,System Information Leak: External
JAVA,3A58075F-B6AB-456C-8FD2-13ED7FF84F5D,System Information Leak: External
JAVA,A0AF8DEC-F994-44CD-AD45-A059178F4F62,System Information Leak: External
JAVA,63969AE3-08AA-4E49-8736-C0C8C93BC106,Privacy Violation
JAVA,D6A0D5BB-BA47-4254-AD7F-DF34B3AC17B9,Privacy Violation
JAVA,374E3E71-4F1F-4593-AB9C-68E8DE134794,Privacy Violation
JAVA,E27B839C-C58E-4F08-9B03-4D6806D46812,Privacy Violation
JAVA,3FF7C7D8-4AF3-404E-BE42-3F1E2ED0ACD4,Privacy Violation
JAVA,FED4B13A-7CB9-4BE0-9ADF-755A530B8347,Privacy Violation
JAVA,08E36D6D-426C-41A7-8865-61E73D7A55CE,Privacy Violation
JAVA,69A79161-4A18-4176-B0F6-67CA5E920C1B,Privacy Violation
JAVA,213015D9-B094-4ABB-A936-5A30666F1170,Privacy Violation
JAVA,54DC0B35-8B12-4834-B748-2690D2727367,Cross-Site Scripting: DOM
JAVA,4FAF5511-C51D-4951-BAA2-CA9857C4E14C,Cross-Site Scripting: DOM
JAVA,DE8D0332-0D7A-452E-85D5-AFCE0FFEF7C8,Cross-Site Scripting: DOM
JAVA,07E80B71-04A6-4138-8007-58785EE60CCA,Cross-Site Scripting: DOM
JAVA,4C3689A1-2AB9-4851-8665-D72C92096376,System Information Leak: External
JAVA,55AC4BBE-C250-4801-BF17-B75038932DA5,Privacy Violation
JAVA,74A8CA0A-A208-4B7E-AB7C-1A02C5A4B603,Cross-Site Scripting: DOM
JAVA,B972D4AC-9108-4E63-AB8A-E57807279D75,System Information Leak: External
JAVA,A6C2A82C-6568-4A80-ADD0-34B245E88945,Privacy Violation
JAVA,B52A6387-1907-4689-A248-5AAF839099DE,Cross-Site Scripting: DOM
JAVA,480CB808-DD18-41D7-9F7C-9B9F75FCDF50,Cross-Site Scripting: DOM
JAVA,07F0F1F5-5B53-4A36-9A7E-8C81C18438DF,Cross-Site Scripting: DOM
JAVA,6D4EECAF-234E-4368-B7C6-E0B4348293D7,System Information Leak: External
JAVA,00D21E34-39DB-4FE8-A4E6-7FE50B394FF6,System Information Leak: External
JAVA,E4144657-FD5F-4A57-8FEB-BDB31B62A540,Privacy Violation
JAVA,4E3BB6C0-7D26-4801-BD96-D9B5557B3E2D,Privacy Violation
JAVA,E4AD7A52-CBBC-4462-84B5-C0CAF3911E9A,System Information Leak: External
JAVA,F69AB080-FE81-43D3-B339-97FE106DC21B,Privacy Violation
JAVA,D29E99BD-8F75-43DD-A0F9-C063FCCFD84E,Cross-Site Scripting: DOM
JAVA,59CBC522-8EB5-457D-B1C1-86AD545D4082,Cross-Site Scripting: DOM
JAVA,5C55F9A4-B995-4ADF-A774-3086659F8039,Cross-Site Scripting: DOM
JAVA,2E41EAE6-B323-40A0-8840-46BA75CDC549,Password Management
JAVA,431A6229-AE2B-4C0E-B8B1-0D63F59C215C,Password Management: Weak Cryptography
JAVA,EA6A462F-638E-49BE-BE78-8D64F6C0FEA6,Cross-Site Scripting: Poor Validation
JAVA,F9F0018A-8322-4F1E-B55A-8D51C715101C,Cross-Site Scripting: Reflected
JAVA,303623F7-EEA0-4935-8CFC-1417D4E60C35,Cross-Site Scripting: Inter-Component Communication
JAVA,016429D2-3789-4809-A579-97770E3E2362,Cross-Site Scripting: DOM
JAVA,BA2B26E2-8222-4040-B684-F8482598FC2E,Privacy Violation
JAVA,EFD5D0E3-54B9-4EBF-A70F-C3D5A3D3E11A,System Information Leak: External
JAVA,8EAEDDB8-9BD7-40C8-9FF9-6BC0C77FF45B,Open Redirect
JAVA,8EAEDDB8-9BD7-40C8-9FF9-6BC0C77FF45B,Open Redirect
JAVA,10086EDD-1BC5-4E63-AA84-BC7BDC697A69,Password Management: Weak Cryptography
JAVA,BDFB3E25-BC2C-407F-9C6E-FE218714E8C6,Password Management
JAVA,D9FCCA62-FBC8-47BB-8B1D-B279801D12BB,Open Redirect
JAVA,D9FCCA62-FBC8-47BB-8B1D-B279801D12BB,Open Redirect
JAVA,163F6D6F-5668-477B-A79B-42EADBEA6E54,Privacy Violation
JAVA,C8E86D63-0E1A-4F37-A54E-52B52854D248,System Information Leak: External
JAVA,8B83424C-9182-439D-8A3B-B45782F14F79,Privacy Violation
JAVA,C3557DF5-AEDA-4B34-AAC8-A8EB5E118CE5,System Information Leak: External
JAVA,ABE7034C-9B92-44E7-AE0E-B90F3C8F69B6,Privacy Violation
JAVA,1B478367-9C18-4D61-80C2-E2FC228069BA,System Information Leak: External
JAVA,CFA5BA1C-B020-476F-A37C-7B60F25B179B,Privacy Violation
JAVA,A5E0C43B-73AA-4A30-8424-9E31C6C03CA7,System Information Leak: External
JAVA,830444A9-6065-4350-9A34-FA6010A45834,JavaScript Hijacking
JAVA,774ED7D7-97CF-4D57-8280-E664F8FE6F51,JavaScript Hijacking
JAVA,CC8470C6-242F-486F-B05E-EC49E55B4B98,Dynamic Code Evaluation: Code Injection
JAVA,CC8470C6-242F-486F-B05E-EC49E55B4B98,Dynamic Code Evaluation: Code Injection
JAVA,DD735B7B-5CA0-4EB8-BF92-497B9E0CF406,Dynamic Code Evaluation: Code Injection
JAVA,A10990EA-05F5-43CF-B9A1-2217E6CCFA28,Dynamic Code Evaluation: Code Injection
JAVA,A10990EA-05F5-43CF-B9A1-2217E6CCFA28,Dynamic Code Evaluation: Code Injection
JAVA,E3794501-B878-423B-AE5C-91305741A7F6,Dynamic Code Evaluation: Code Injection
JAVA,395DC8E9-D92F-4D27-B65D-FFE6BA242A8C,Privacy Violation
JAVA,2A52877B-0BA5-484C-BEE7-BF72C0B0AAD3,System Information Leak: External
JAVA,B3D0AAFF-D333-4F09-8F0B-2D28EBB02E75,Log Forging
JAVA,DB7B61A8-6C67-43BD-8D5E-9C0272A11F8A,Privacy Violation
JAVA,5CF1515B-9B77-40B4-B9EB-E003E29DF3DB,System Information Leak: External
JAVA,D1E193C1-AAFF-4FDD-8CEA-49D583E738E0,XML Injection
JAVA,D08BFEEF-167B-4824-8312-0BDD98A372D3,XML Injection
JAVA,8652E718-F4B7-4D59-B9DE-B02D37ACAA78,XML Injection
JAVA,C9400607-905E-46C9-B506-224366A62C6E,XML Injection
JAVA,F5EE9B23-4E47-48D2-BD8F-34DF8FBDD7EA,Cross-Site Scripting: DOM
JAVA,08F84AF0-3440-42CA-9531-1B28137C9466,Cross-Site Scripting: DOM
JAVA,851D49EE-3BA5-4C83-A773-F4BB01385899,Cross-Site Scripting: DOM
JAVA,30EAF16B-1C98-4ACF-9C3A-1D83DEF69D43,Cross-Site Scripting: DOM
JAVA,9E24F141-E680-4B00-B1DB-371614C095D3,Cross-Site Scripting: DOM
JAVA,F5668037-CE24-482A-86D7-AD7F9DA594AC,Cross-Site Scripting: DOM
JAVA,F574035E-05B6-484E-A7D3-CBABB566980A,Cross-Site Scripting: DOM
JAVA,78E7810E-66C1-4D35-B703-EE53CAA5AA81,Cross-Site Scripting: DOM
JAVA,45E96B72-9313-4894-A628-9451FE520AA5,Cross-Site Scripting: DOM
JAVA,E3945410-255B-408A-8840-7060A52BDA91,Cross-Site Scripting: DOM
JAVA,98E68ABF-6E6F-4E83-A514-CCD3CEC8A63D,Cross-Site Scripting: DOM
JAVA,41F3FC03-13AF-4743-A5DA-69531FFEDA21,Cross-Site Scripting: DOM
JAVA,98C82C6C-42E6-45CC-9BAB-98025E8CF6C4,Cross-Site Scripting: DOM
JAVA,D110BC55-9B7D-4080-91AA-6699B23D56A2,Cross-Site Scripting: DOM
JAVA,71FCA6BC-9B45-4AB2-9C02-3EBB5607EDF1,Cross-Site Scripting: DOM
JAVA,9DCA56DD-3159-47DA-8BC8-DA82EBE74173,Cross-Site Scripting: DOM
JAVA,A1F4A0CF-5AA7-46C9-9FAE-AEE34F82035C,Cross-Site Scripting: DOM
JAVA,DA0DFA68-574D-4F11-B486-9F0115D6D031,Cross-Site Scripting: DOM
JAVA,37E5EE20-961F-4EE1-836A-8E9E49003388,Privacy Violation
JAVA,F30F2053-2A8B-47BD-A296-F8876CC6821A,System Information Leak: External
JAVA,7E2E6FA8-AA38-4E08-804A-1B3731F4D18E,Privacy Violation
JAVA,17C16A08-79B4-4DA7-928F-DD1011F52202,System Information Leak: External
JAVA,CFC8C062-8108-4E64-81C7-4F4C2979D04E,Privacy Violation
JAVA,E46F1609-C4B5-4367-BEC9-FE50A0A4E926,System Information Leak: External
JAVA,986DCCDC-0147-4638-99A2-33166B227C31,Privacy Violation
JAVA,FEF6845F-7374-4758-BF60-CAFAE67531CB,System Information Leak: External
JAVA,B135FD1C-924F-4AAD-9A63-1D21359FF93A,Privacy Violation
JAVA,05CCD738-0312-43FA-AFE2-341EFB6E465E,System Information Leak: External
JAVA,E82C88B5-9389-449F-8C51-5EB5FC4BF150,Privacy Violation
JAVA,EEEBBC84-2BAE-41AB-8A3C-A34585E8CA6F,System Information Leak: External
JAVA,F0F8E9F2-3A9D-4B7A-80E2-376DD30444D9,Privacy Violation
JAVA,79650A34-7AE8-49B8-B34E-9BDE54C38216,System Information Leak: External
JAVA,5066C691-7FF0-41F5-A032-056EEE8171A1,Privacy Violation
JAVA,E20FC1AE-842B-463F-9DD1-662166B661BB,System Information Leak: External
JAVA,A8D241E3-FC54-4FE5-97F1-A6959414B2CD,Privacy Violation
JAVA,B372DD69-C5E6-4435-A998-F0B6646BCDF8,System Information Leak: External
JAVA,A644722C-AC6A-47F3-AF7D-FB7032A3688C,Privacy Violation
JAVA,459F280A-F076-4545-8B3D-B2AAB4B23554,System Information Leak: External
JAVA,6E44400D-6FFF-4E99-9CEA-C7E3BA0F0399,Privacy Violation
JAVA,64A6ED2F-013C-415E-BCEA-465BA328B8AD,System Information Leak: External
JAVA,2FC1643C-321A-4F46-A1F2-17328954285F,Privacy Violation
JAVA,82FC0F41-DCF3-4F03-A810-065F889FC98D,System Information Leak: External
JAVA,B4BC0CC2-0C25-44CE-B432-37D53F4FCFDD,Privacy Violation
JAVA,A6FFB902-57DE-4CA4-8CC6-762CBB251175,System Information Leak: External
JAVA,C9BAD40A-4E01-420A-A1AC-27A905E73CA6,Privacy Violation
JAVA,467D0EBB-77FD-41AB-9231-D4C06186C54A,Privacy Violation
JAVA,FF0EA9E8-71A2-4F9C-BEBD-75FF84A8CF48,System Information Leak: External
JAVA,F0698CB4-8B7C-421C-A7DC-33AD7ECF63D8,System Information Leak: External
JAVA,CECC2FAC-A2F3-4490-9B8F-110D12EE4192,Privacy Violation
JAVA,F81A59FA-E522-498B-8975-0A4AA70408D4,System Information Leak: External
JAVA,8706D651-6B8F-4ABC-B603-C34EA2B54075,Privacy Violation
JAVA,C0900674-B8E9-4A05-9C61-05146386E77C,System Information Leak: External
JAVA,4BFC9AB1-1C0E-4AA3-A6B4-1F93823486D0,Cross-Site Scripting: Persistent
JAVA,56553A2D-5E33-4705-85EC-914E1A9C602B,Header Manipulation: Cookies
JAVA,56553A2D-5E33-4705-85EC-914E1A9C602B,Header Manipulation: Cookies
JAVA,24DF10F9-FDD0-4902-8950-FB6CFAB1B13F,Header Manipulation: Cookies
JAVA,54CF4343-15EC-4A73-8565-E69D0B00FFDB,Header Manipulation
JAVA,54CF4343-15EC-4A73-8565-E69D0B00FFDB,Header Manipulation
JAVA,33E91C13-52CF-4F73-9CC6-BADE8470C0E7,Header Manipulation
JAVA,0EF3D4A3-82A3-4189-8C03-2A169E44122C,Header Manipulation
JAVA,0EF3D4A3-82A3-4189-8C03-2A169E44122C,Header Manipulation
JAVA,66B8B61A-FD25-477E-9C05-2297598AC9FB,Header Manipulation
JAVA,EE0BA5E8-A65A-4370-BFEA-83F617D8DC3C,Resource Injection
JAVA,EB94665A-6398-11DF-B2FD-083EE0D72085,Password Management
JAVA,B879BBB2-6398-11DF-A1C9-D63DE0D72085,Password Management: Weak Cryptography
JAVA,85ACDBCD-5EE3-47B9-BB25-05E86160DEBA,Setting Manipulation
JAVA,BFFF660E-B033-444B-AF3F-1009A1816529,Resource Injection
JAVA,AC12CFFD-4738-46B7-840D-C4A58384C06B,Resource Injection
JAVA,42F340C5-EDAB-4BB5-9EBE-63D7570284B1,Resource Injection
JAVA,5B64B6C8-639A-11DF-8D18-7640E0D72085,Password Management
JAVA,1B590E80-639A-11DF-BD5A-1940E0D72085,Password Management: Weak Cryptography
JAVA,618C2E93-1E1B-4E66-B69A-6AF2EB0F83E3,Access Control: Database
JAVA,618C2E93-1E1B-4E66-B69A-6AF2EB0F83E3,Access Control: Database
JAVA,708DBACF-9460-4153-97CF-8444CD591166,SQL Injection
JAVA,BD209DBF-06EF-4432-9638-22C81908461A,SQL Injection
JAVA,259DAF40-97E6-41D1-8D18-41AAC734167F,Access Control: Database
JAVA,2E0D78D8-C5D5-4BB9-892F-14DB7D729682,Access Control: Database
JAVA,36C23618-CBD8-47CD-8986-69A628EDF890,SQL Injection
JAVA,2F8F1B75-6917-4534-B147-D76F29C1D61C,Access Control: Database
JAVA,83EA19FC-FDA2-47A9-AA13-2C8C3F50F7A4,Access Control: Database
JAVA,327B7D80-15C3-40CB-AD68-4F24F0AC4F3B,SQL Injection
JAVA,7E025610-C9AB-430E-91E7-1B88FCF5D401,Access Control: Database
JAVA,A05CD19C-86E3-4FE4-B8DA-55D595BD3A34,SQL Injection
JAVA,355A5875-52BE-4D23-AFF4-18B3F2D4D954,Access Control: Database
JAVA,971B9F33-0FA0-4CB1-AF9F-5C53709C76D5,SQL Injection
JAVA,A57EE94D-F7A9-40A5-BE5E-BE4828CBF436,Access Control: Database
JAVA,010B096F-C635-4F33-BE7E-882BE33790D2,SQL Injection
JAVA,F0753777-907D-4313-8CC1-6B443B3591A3,Access Control: Database
JAVA,66FA8B5C-07FC-4EC7-B5CF-D0F30A874133,SQL Injection
JAVA,B9684CFA-5E18-4B4F-82CF-2B2E1EBCDC9D,Access Control: Database
JAVA,046E8EA3-6E45-468E-9B37-AE6221F40AD4,Access Control: Database
JAVA,33F9CE7F-7331-4995-8CD3-D58AB0C883BC,Access Control: Database
JAVA,52762F8A-3239-45F5-8985-89FDD2251523,Access Control: Database
JAVA,93E97794-E446-4361-A980-701DCFCEF861,Access Control: Database
JAVA,51CA6C6D-01F8-4E32-B9BD-ECC53A5D2DB6,Access Control: Database
JAVA,330542E4-D376-4596-94DB-66083445E72A,Log Forging
JAVA,FCAD94DA-38E9-43AA-AD20-CEDE6DD05717,Log Forging (debug)
JAVA,E72957D3-294E-48BE-BF05-ED4F7281CD4A,Log Forging
JAVA,F48603D4-2A7B-4A82-B083-E9C38D1CD7B4,Log Forging (debug)
JAVA,1F590F94-57C1-49CE-BFAD-F42952EB4D2C,System Information Leak: Internal
JAVA,F4781AA1-A1F6-474E-96A7-BB224BFB4E32,System Information Leak: Internal
JAVA,7F04E2C4-B5D0-42A8-AEFE-97DB025270E4,Privacy Violation
JAVA,D2B0DD8F-9FE9-4FCF-BC19-71270F4A72A0,Privacy Violation
JAVA,F0978132-C8F6-47F9-9545-C669EC5490AE,Setting Manipulation
JAVA,CE0AEE93-DFC7-42A6-907B-0E6BC8CE82B4,Setting Manipulation
JAVA,1EA73507-B049-4436-97A8-7A638CAC7C0B,Setting Manipulation
JAVA,025B4B64-9212-4BE5-9BBC-FBBBBCCC13BA,Setting Manipulation
JAVA,37F6EEF0-61D6-4DFA-ADCA-BD2CD0F5328B,Denial of Service
JAVA,E6E159F7-9C40-4FC2-842C-CF9D1337A82F,Unsafe Reflection
JAVA,ACE2EEDB-802A-4446-A628-2D44138136A9,Unsafe Reflection
JAVA,82B3FAF8-FC1C-4357-BF45-E016DCAEEE6E,Unsafe Reflection
JAVA,50554CBB-9859-49A2-B430-6105F313B160,Unsafe Reflection
JAVA,58EEAD41-C735-48EF-A1F1-4379A614490E,Unsafe Reflection
JAVA,1BA68872-7750-4A5B-994D-2FC30891F150,Unsafe Reflection
JAVA,9929D077-0E7F-4A43-8405-248038177012,Unsafe Reflection
JAVA,7495829C-AB33-467A-B826-0B982ED5E06E,Unsafe Reflection
JAVA,EA2C0B7E-9AD4-41F2-B1AC-E1DC128B1744,Unsafe Reflection
JAVA,0F76FD5B-BB15-4BED-9F45-5A83376C2EB5,Path Manipulation
JAVA,0F76FD5B-BB15-4BED-9F45-5A83376C2EB5,Path Manipulation
JAVA,07C6B752-FC1E-4BC9-BD3C-D7B1954F2086,Path Manipulation
JAVA,D40E1A68-BFC3-4BD8-805E-95732AE04B5B,Server-Side Request Forgery
JAVA,D40E1A68-BFC3-4BD8-805E-95732AE04B5B,Server-Side Request Forgery
JAVA,8B679B6A-40C5-4C34-99A3-2D8F6E5BEF6C,Server-Side Request Forgery
JAVA,64844DC7-B0C9-46A1-86D8-4EBCF4B42282,XPath Injection
JAVA,64844DC7-B0C9-46A1-86D8-4EBCF4B42282,XPath Injection
JAVA,9667C493-BADE-4668-87D9-BF3CCA799FD9,Log Forging
JAVA,B227CB65-6F20-4472-BBB7-13E157F32F6E,System Information Leak: Internal
JAVA,BAADF2C8-89C1-415D-BAA0-7FA62199BC83,Privacy Violation
JAVA,61D4418B-F788-4C54-BFE4-D05E4769E29B,Log Forging (debug)
JAVA,17D7A634-D58E-4707-A324-34BC16A1348B,Dynamic Code Evaluation: Code Injection
JAVA,17D7A634-D58E-4707-A324-34BC16A1348B,Dynamic Code Evaluation: Code Injection
JAVA,1D2992DD-6486-46FB-8499-FE305B27EA4F,Dynamic Code Evaluation: Code Injection
JAVA,8D92631B-A9AD-4E6D-8EE6-5E6F0CBBD00F,Setting Manipulation
JAVA,B5FA07D5-A018-46DA-AEE0-16ED43A5CA58,Resource Injection
JAVA,6E973FBB-C7E2-4f6E-B192-70E68749A7F5,Command Injection
JAVA,6E973FBB-C7E2-4f6E-B192-70E68749A7F5,Command Injection
JAVA,7B087741-B402-4F81-A8D2-1396A9F26CE2,Command Injection
JAVA,451AF55B-80C8-42E1-8065-7CDDCA95BEF6,Path Manipulation
JAVA,451AF55B-80C8-42E1-8065-7CDDCA95BEF6,Path Manipulation
JAVA,8DCD47ED-E95F-47A0-8E13-31A73E326E45,Path Manipulation
JAVA,3547AEE9-A118-4C88-8E0A-4981684F1141,Setting Manipulation
JAVA,E6DAE200-44FF-4F96-8C6E-48510EC12B6F,Server-Side Request Forgery
JAVA,E6DAE200-44FF-4F96-8C6E-48510EC12B6F,Server-Side Request Forgery
JAVA,74B0A16B-86AA-46C2-9AB8-6F873C1C47B7,Server-Side Request Forgery
JAVA,E6BB0C3D-763A-4B82-BB05-07635DBB8178,Resource Injection
